5134383	Rose Hill	Rose Hill		40.7426	-73.98375	P	PPLX	US		NY	061			0	11	51	America/New_York	2007-02-14
5135584	Saint Mary's Park Houses	Saint Mary's Park Houses		40.81482	-73.90958	P	PPLX	US		NY	005			0	13	21	America/New_York	2007-02-14
5138691	SoHo	SoHo	Hell's Hundred Acres,SoHo,SoKho,Socho,Sokho,niu yue su hao qu,soho,swhw,Σόχο,СоХо,Сохо,סאהא,סוהו,سوهو,სოჰო,ソーホー,紐約蘇豪區,소호	40.72241	-73.99961	P	PPLX	US		NY	061			0	9	21	America/New_York	2012-10-24
5138806	South Brooklyn	South Brooklyn		40.68399	-73.99542	P	PPLX	US		NY	047			0	14	16	America/New_York	2006-08-15
5141365	Tribeca	Tribeca	Lower West Side,TriBeCa,Tribeca	40.71538	-74.00931	P	PPLX	US		NY	061			0	6	21	America/New_York	2009-08-12
5142036	Upper West Side	Upper West Side	Aukstutinis Vestsaidas,Aukštutinis Vestsaidas,Verkhnij Vest-Sajd,eopeoweseuteusaideu,shang xi cheng,xap pexr west sid,Верхний Вест-Сайд,אפער וועסט סייד,אפר וסט סייד,อัปเปอร์เวสต์ไซด์,ზემო ვესტ-საიდი,アッパー・ウエスト・サイド,上西城,어퍼웨스트사이드	40.78705	-73.97542	P	PPLX	US		NY	061			0	27	32	America/New_York	2014-01-24
5144580	Williamsburg	Williamsburg	Williamsburg,Williamsburgh	40.71427	-73.95347	P	PPLX	US		NY	047			0	4	7	America/New_York	2006-08-15
6332029	Lafayette Houses	Lafayette Houses		40.68972	-73.95889	P	PPLX	US		NY	047			0	22	25	America/New_York	2010-07-31
6332163	Harsenville (historical)	Harsenville (historical)		40.77972	-73.98056	P	PPLX	US		NY	061			0	24	38	America/New_York	2010-07-31
6332418	Phipps Houses	Phipps Houses		40.77361	-73.98833	P	PPLX	US		NY	061			0	13	26	America/New_York	2009-05-20
6332419	Park West Village	Park West Village		40.79389	-73.965	P	PPLX	US		NY	061			0	27	34	America/New_York	2009-03-09
6332421	Stanley Isaacs Houses	Stanley Isaacs Houses		40.78139	-73.945	P	PPLX	US		NY	061			0	2	15	America/New_York	2009-07-13
6332422	Morningside Heights	Morningside Heights		40.81	-73.9625	P	PPLX	US		NY	061			0	37	49	America/New_York	2009-06-22
6332426	Riverbend Houses	Riverbend Houses		40.81583	-73.935	P	PPLX	US		NY	061			0	2	10	America/New_York	2009-07-13
6332427	Lionel Hampton Houses	Lionel Hampton Houses		40.81389	-73.94806	P	PPLX	US		NY	061			0	9	13	America/New_York	2009-05-18
6332429	Franklin Houses	Franklin Houses		40.79139	-73.94194	P	PPLX	US		NY	061			0	6	7	America/New_York	2009-07-13
6332451	Clinton Hill	Clinton Hill		40.68972	-73.96528	P	PPLX	US		NY	047			0	24	31	America/New_York	2008-07-05
6332476	Washington Square Village	Washington Square Village		40.72806	-73.99778	P	PPLX	US		NY	061			0	10	28	America/New_York	2009-03-09
6332477	University Village	University Village		40.72694	-73.99889	P	PPLX	US		NY	061			0	8	10	America/New_York	2009-03-09
6332479	West Village	West Village	Vest-Villidzh,weseuteubilliji,xi cun,Вест-Виллидж,וועסט וויליזש,ვესტ ვილიჯი,西村,웨스트빌리지	40.73361	-74.00917	P	PPLX	US		NY	061			0	3	11	America/New_York	2012-12-30
6332482	Stuyvesant Town	Stuyvesant Town		40.73167	-73.97833	P	PPLX	US		NY	061			0	3	12	America/New_York	2009-07-13
6332502	Hester - Allen Turnkey Housing	Hester - Allen Turnkey Housing		40.71639	-73.99278	P	PPLX	US		NY	061			0	12	20	America/New_York	2009-06-22
6332506	Amalgamated Dwellings	Amalgamated Dwellings		40.715	-73.98278	P	PPLX	US		NY	061			0	9	14	America/New_York	2007-05-26
6332548	Delano Village	Delano Village		40.81667	-73.93722	P	PPLX	US		NY	061			0	4	14	America/New_York	2009-07-13
6332549	Dyckman Houses	Dyckman Houses		40.86139	-73.92278	P	PPLX	US		NY	061			0	4	11	America/New_York	2009-07-13
6332551	Hamilton Houses	Hamilton Houses		40.82111	-73.94278	P	PPLX	US		NY	061			0	8	15	America/New_York	2009-05-20
6332602	Borgia Butler Houses	Borgia Butler Houses		40.83583	-73.90694	P	PPLX	US		NY	005			0	9	13	America/New_York	2009-07-13
6332603	Daniel Webster Houses	Daniel Webster Houses		40.83278	-73.90861	P	PPLX	US		NY	005			0	13	16	America/New_York	2009-07-13
6332635	Seneca Village (historical)	Seneca Village (historical)		40.78111	-73.96333	P	PPLX	US		NY	061			0	28	36	America/New_York	2009-03-09
6332637	Fordham Hill	Fordham Hill		40.86472	-73.90806	P	PPLX	US		NY	005			0	38	45	America/New_York	2009-07-13
6332640	Sack Wern Houses	Sack Wern Houses		40.81944	-73.86806	P	PPLX	US		NY	005			0	9	9	America/New_York	2009-07-13
6332657	Clason Point Gardens Houses	Clason Point Gardens Houses		40.82167	-73.86944	P	PPLX	US		NY	005			0	6	8	America/New_York	2009-07-13
6332668	Pelham Parkway Houses	Pelham Parkway Houses		40.86194	-73.86	P	PPLX	US		NY	005			0	35	38	America/New_York	2009-07-13
6332681	Belmont	Belmont		40.85528	-73.88639	P	PPLX	US		NY	005			0	26	29	America/New_York	2009-07-13
6332684	Gouverneur Morris Houses	Gouverneur Morris Houses		40.83417	-73.90528	P	PPLX	US		NY	005			0	12	24	America/New_York	2009-07-13
6332685	Highbridge Houses	Highbridge Houses		40.83722	-73.92917	P	PPLX	US		NY	005			0	31	36	America/New_York	2009-07-13
6332686	Concourse Village	Concourse Village		40.82361	-73.92111	P	PPLX	US		NY	005			0	5	18	America/New_York	2009-07-13
6332687	Forest Houses	Forest Houses		40.825	-73.90361	P	PPLX	US		NY	005			0	22	28	America/New_York	2009-07-13
6332688	Jackson Houses	Jackson Houses		40.8225	-73.91833	P	PPLX	US		NY	005			0	12	24	America/New_York	2009-07-13
6332689	William McKinley Houses	William McKinley Houses		40.82194	-73.90417	P	PPLX	US		NY	005			0	19	25	America/New_York	2009-07-13
6332691	Sedgwick Houses	Sedgwick Houses		40.84639	-73.9225	P	PPLX	US		NY	005			0	48	45	America/New_York	2009-07-13
6615318	Upper Manhattan	Upper Manhattan	Upper Manhattan,Uptown,Uptown Manhattan	40.80881	-73.94777	P	PPLX	US		NY				0		16	America/New_York	2015-05-02
6615322	Upper East Side	Upper East Side	Aukstutinis Istsaidas,Aukštutinis Istsaidas,Verkhnij Ist-Sajd,apr ayst sayd,eopeoiseuteusaideu,shang dong cheng,xap pexr xis t sid,Верхний Ист-Сайд,אפער איסט סייד,אפר איסט סייד,آپر ایست ساید,อัปเปอร์อีสต์ไซด์,ზემო ისტ-საიდი,アッパー・イースト・サイド,上东城,어퍼이스트사이드	40.77833	-73.95189	P	PPLX	US		NY				0		27	America/New_York	2007-08-10
6619212	Meat Packing District	Meat Packing District		40.73971	-74.00638	P	PPLX	US		NY				0		7	America/New_York	2014-06-28
6690894	Shellbank Creek	Shellbank Creek		40.58789	-73.92597	P	PPLX	US		NY				0		2	America/New_York	2008-03-14
6690909	Eastchester	Eastchester		40.95754	-73.80976	P	PPLX	US		NY	119	21820		33135		79	America/New_York	2017-05-23
6696479	Prospect Heights	Prospect Heights		40.67751	-73.96769	P	PPLX	US		NY	047			0		37	America/New_York	2015-10-14
6930378	Times Square	Times Square		40.75636	-73.98644	P	PPLX	US		NY	061			0		25	America/New_York	2009-02-06
6930480	Midtown Manhattan	Midtown Manhattan		40.75909	-73.97669	P	PPLX	US		NY	061			0		33	America/New_York	2015-05-02
6930486	Wall Street	Wall Street		40.70579	-74.00988	P	PPLX	US		NY	061			0		4	America/New_York	2009-02-09
6944378	Diamond District	Diamond District		40.7566	-73.9786	P	PPLX	US		NY	061			0		26	America/New_York	2014-02-03
7184841	Gramercy Park	Gramercy Park	Gramercy Park,Krom Moerasje	40.7375	-73.98611	P	PPLX	US		NY	061			0	10	22	America/New_York	2017-04-16
8410791	Koreatown	Koreatown		40.75061	-73.98768	P	PPLX	US		NY	061			0		36	America/New_York	2012-10-24
8410792	NoHo	NoHo	Nokho,noho,nwhw,Нохо,נוהו,ノーホー,노호	40.72726	-73.99374	P	PPLX	US		NY	061			0		21	America/New_York	2012-10-24
8410793	Dumbo	Dumbo		40.70257	-73.99045	P	PPLX	US		NY	047			0		13	America/New_York	2015-07-09
8436464	Bowery	Bowery		40.72521	-73.9904	P	PPLX	US		NY	061			0		18	America/New_York	2012-12-30
8436467	Fort George	Fort George		40.859	-73.93316	P	PPLX	US		NY	061			0		58	America/New_York	2012-12-30
8436468	Sutton Place	Sutton Place		40.75762	-73.96176	P	PPLX	US		NY	061			0		49	America/New_York	2012-12-30
8436469	NoMad	NoMad		40.74409	-73.98776	P	PPLX	US		NY	061			0		39	America/New_York	2012-12-30
8436470	Union Square	Union Square		40.73624	-73.99027	P	PPLX	US		NY	061			0		20	America/New_York	2012-12-30
8436471	Meatpacking District	Meatpacking District		40.74104	-74.00772	P	PPLX	US		NY	061			0		6	America/New_York	2012-12-30
8436472	NoLIta	NoLIta		40.72296	-73.99555	P	PPLX	US		NY	061			0		21	America/New_York	2012-12-30
8436473	Financial District	Financial District		40.70789	-74.00857	P	PPLX	US		NY	061			0		40	America/New_York	2012-12-30
8436474	Two Bridges	Two Bridges		40.7107	-73.99699	P	PPLX	US		NY	061			0		13	America/New_York	2012-12-30
8436475	Civic Center	Civic Center		40.71403	-74.00283	P	PPLX	US		NY	061			0		20	America/New_York	2012-12-30
8436476	Flatiron District	Flatiron District		40.7405	-73.99012	P	PPLX	US		NY	061			0		31	America/New_York	2012-12-30
8436478	Navy Yard	Navy Yard		40.70259	-73.96968	P	PPLX	US		NY	047			0		-3	America/New_York	2012-12-31
8436479	Downtown Brooklyn	Downtown Brooklyn	דאונטאון ברוקלין	40.69371	-73.98596	P	PPLX	US		NY	047			0		20	America/New_York	2012-12-31
8436480	Columbia Street Waterfront District	Columbia Street Waterfront District		40.68729	-74.0022	P	PPLX	US		NY	047			0		3	America/New_York	2012-12-31
8436482	Carroll Gardens	Carroll Gardens		40.67949	-73.99916	P	PPLX	US		NY	047			0		18	America/New_York	2012-12-31
8436483	Boerum Hill	Boerum Hill		40.6848	-73.98447	P	PPLX	US		NY	047			0		13	America/New_York	2012-12-31
8436484	Gowanus	Gowanus		40.67328	-73.99037	P	PPLX	US		NY	047			0		5	America/New_York	2012-12-31
8436485	Greenwood	Greenwood		40.65574	-73.99773	P	PPLX	US		NY	047			0		25	America/New_York	2012-12-31
8436486	Sunset Park	Sunset Park	ri luo gong yuan,日落公园	40.64548	-74.01241	P	PPLX	US		NY	047			0		28	America/New_York	2012-12-31
8436487	Mapleton	Mapleton		40.61868	-73.98013	P	PPLX	US		NY	047			0		11	America/New_York	2012-12-31
8436488	Midwood	Midwood		40.61901	-73.96539	P	PPLX	US		NY	047			0		12	America/New_York	2012-12-31
8436489	Marine Park	Marine Park		40.61196	-73.93309	P	PPLX	US		NY	047			0		5	America/New_York	2012-12-31
8436490	Gerritsen Beach	Gerritsen Beach		40.58694	-73.92279	P	PPLX	US		NY	047			0		1	America/New_York	2012-12-31
8436491	Mill Basin	Mill Basin		40.61008	-73.91109	P	PPLX	US		NY	047			0		5	America/New_York	2012-12-31
8436492	Prospect Lefferts Gardens	Prospect Lefferts Gardens		40.65898	-73.95049	P	PPLX	US		NY	047			0		21	America/New_York	2012-12-31
8436493	Crown Heights	Crown Heights	Kraun-Khajts,qrwyn hyyts,Краун-Хайтс,קראון הייטס,קרוין הייטס	40.66797	-73.9448	P	PPLX	US		NY	047			0		37	America/New_York	2012-12-31
8436513	Windsor Terrace	Windsor Terrace		40.65391	-73.97575	P	PPLX	US		NY	047			0		33	America/New_York	2012-12-31
8436514	Hunters Point	Hunters Point		40.7477	-73.95062	P	PPLX	US		NY				0		4	America/New_York	2012-12-31
8449483	Ocean Hill	Ocean Hill		40.67417	-73.91167	P	PPLX	US		NY	047			0		24	America/New_York	2013-01-18
8521641	Hudson Square	Hudson Square		40.72657	-74.0077	P	PPLX	US		NY	061			0		20	America/New_York	2013-05-01
9952013	Collegetown	Collegetown		42.43907	-76.48574	P	PPLX	US		NY	109	38077		0		204	America/New_York	2017-05-23
9952018	Fall Creek	Fall Creek		42.45301	-76.49918	P	PPLX	US		NY	109	38077		0		122	America/New_York	2017-05-23
10172908	Theatre District	Theatre District		40.83398	-73.89486	P	PPLX	US		NY	005			0		24	America/New_York	2015-03-20
11523615	Lindenwood	Lindenwood		40.66479	-73.85302	P	PPLX	US		NY	081			0		4	America/New_York	2017-04-16
11523616	Longwood	Longwood		40.81722	-73.90344	P	PPLX	US		NY	005			0		15	America/New_York	2017-04-16
